Station ID,Year,Station Name,Segment,Sector,Borough,Avg Weekday Ridership,Avg Weekend Ridership,Annual Ridership,Weekday Rank,Weekend Rank
4290,2023.0,"Woodhaven Blvd (J,Z)",Jamaica,Queens,Queens,1935,1136,557522,361.0,392.0
4300,2023.0,85 St-Forest Pkwy (J),Jamaica,Queens,Queens,2914,1573,829926,311.0,372.0
4310,2023.0,"75 St-Elderts Ln (J,Z)",Jamaica,Queens,Queens,1407,789,403508,399.0,408.0
4320,2023.0,Cypress Hills (J),Jamaica,Other Brooklyn,Brooklyn,1016,497,286484,412.0,416.0
4330,2023.0,"Crescent St (J,Z)",Jamaica,Other Brooklyn,Brooklyn,2360,2872,756318,347.0,305.0
4340,2023.0,"Norwood Av (J,Z)",Jamaica,Other Brooklyn,Brooklyn,1508,1373,458742,394.0,382.0
4350,2023.0,Cleveland St (J),Jamaica,Other Brooklyn,Brooklyn,1422,1432,440455,397.0,379.0
4360,2023.0,"Van Siclen Av (J,Z)",Jamaica,Other Brooklyn,Brooklyn,1677,1623,515895,382.0,367.0
4370,2023.0,Alabama Av (J),Jamaica,Other Brooklyn,Brooklyn,1205,1081,365995,406.0,396.0
4390,2023.0,"Chauncey St (J,Z)",Jamaica,Other Brooklyn,Brooklyn,1895,2612,623164,368.0,321.0
4400,2023.0,Halsey St (J),Jamaica,Other Brooklyn,Brooklyn,3847,5056,1253085,259.0,224.0
4410,2023.0,"Gates Av (J,Z)",Jamaica,Other Brooklyn,Brooklyn,4512,5709,1458035,221.0,203.0
4420,2023.0,Kosciuszko St (J),Jamaica,Other Brooklyn,Brooklyn,3643,5285,1214488,272.0,218.0
4430,2023.0,"Myrtle Av (J,M,Z)",Jamaica,Other Brooklyn,Brooklyn,8209,10455,2654490,134.0,119.0
4440,2023.0,"Flushing Av (J,M)",Jamaica,Other Brooklyn,Brooklyn,5217,5327,1614503,192.0,217.0
4450,2023.0,"Lorimer St (J,M)",Jamaica,Other Brooklyn,Brooklyn,2792,3316,890789,320.0,287.0
4460,2023.0,"Hewes St (J,M)",Jamaica,Other Brooklyn,Brooklyn,1849,2638,612920,373.0,319.0
4470,2023.0,"Marcy Av (J,M,Z)",Jamaica,Other Brooklyn,Brooklyn,8867,11221,2864396,113.0,101.0
4480,2023.0,Middle Village-Metropolitan Av (M),Myrtle Av,Queens,Queens,2774,1758,798449,321.0,356.0
4490,2023.0,Fresh Pond Rd (M),Myrtle Av,Queens,Queens,4047,3107,1195169,247.0,297.0
4500,2023.0,Forest Av (M),Myrtle Av,Queens,Queens,3108,2505,923548,296.0,326.0
4510,2023.0,Seneca Av (M),Myrtle Av,Queens,Queens,2023,1933,617361,358.0,348.0
4530,2023.0,Knickerbocker Av (M),Myrtle Av,Other Brooklyn,Brooklyn,2814,2754,862039,319.0,313.0
4540,2023.0,Central Av (M),Myrtle Av,Other Brooklyn,Brooklyn,2711,2496,821947,326.0,327.0
4550,2023.0,Canarsie-Rockaway Pkwy (L),Canarsie,Other Brooklyn,Brooklyn,2894,2298,861420,312.0,332.0
4560,2023.0,East 105 St (L),Canarsie,Other Brooklyn,Brooklyn,2031,1577,602303,357.0,371.0
4570,2023.0,New Lots Av (L),Canarsie,Other Brooklyn,Brooklyn,2307,2020,697822,350.0,344.0
4580,2023.0,Livonia Av (L),Canarsie,Other Brooklyn,Brooklyn,1919,1855,590252,364.0,353.0
4590,2023.0,Sutter Av (L),Canarsie,Other Brooklyn,Brooklyn,1585,1377,479262,390.0,381.0
4600,2023.0,Atlantic Av (L),Canarsie,Other Brooklyn,Brooklyn,1152,1063,351212,409.0,398.0
4620,2023.0,Bushwick Av-Aberdeen St (L),Canarsie,Other Brooklyn,Brooklyn,1726,1995,548179,380.0,345.0
4630,2023.0,Wilson Av (L),Canarsie,Other Brooklyn,Brooklyn,3010,3416,952643,307.0,279.0
4640,2023.0,Halsey St (L),Canarsie,Other Brooklyn,Brooklyn,5434,6048,1713746,185.0,191.0
4660,2023.0,DeKalb Av (L),Canarsie,Other Brooklyn,Brooklyn,8574,10894,2772609,119.0,109.0
4670,2023.0,Jefferson St (L),Canarsie,Other Brooklyn,Brooklyn,5875,10715,2075924,174.0,114.0
4680,2023.0,Morgan Av (L),Canarsie,Other Brooklyn,Brooklyn,5220,8159,1769142,191.0,155.0
4690,2023.0,Montrose Av (L),Canarsie,Other Brooklyn,Brooklyn,4979,7687,1683408,204.0,164.0
4700,2023.0,Grand St (L),Canarsie,Other Brooklyn,Brooklyn,4744,5408,1499646,211.0,214.0
4710,2023.0,Graham Av (L),Canarsie,Other Brooklyn,Brooklyn,6732,8370,2164641,156.0,152.0
4730,2023.0,Bedford Av (L),Canarsie,Other Brooklyn,Brooklyn,23653,44011,8399477,25.0,15.0
4740,2023.0,Flushing-Main St (7),Flushing (Queens),Queens,Queens,43226,53183,13876213,10.0,10.0
4750,2023.0,Mets-Willets Point (7),Flushing (Queens),Queens,Queens,4514,11949,1818251,220.0,97.0
4760,2023.0,111 St (7),Flushing (Queens),Queens,Queens,6349,8881,2098984,164.0,144.0
4770,2023.0,103 St-Corona Plaza (7),Flushing (Queens),Queens,Queens,20679,21855,6460459,28.0,37.0
4780,2023.0,Junction Blvd (7),Flushing (Queens),Queens,Queens,20384,28280,6720760,31.0,27.0
4790,2023.0,90 St-Elmhurst Av (7),Flushing (Queens),Queens,Queens,13918,17089,4476908,64.0,58.0
4800,2023.0,82 St-Jackson Hts (7),Flushing (Queens),Queens,Queens,8343,10975,2722243,130.0,108.0
4820,2023.0,69 St (7),Flushing (Queens),Queens,Queens,4325,5338,1391674,229.0,216.0
4830,2023.0,Woodside-61 St (7),Flushing (Queens),Queens,Queens,13225,15717,4222161,68.0,66.0
4840,2023.0,52 St (7),Flushing (Queens),Queens,Queens,4449,4990,1402690,225.0,225.0
4850,2023.0,46 St-Bliss St (7),Flushing (Queens),Queens,Queens,9157,10573,2903856,109.0,115.0
4860,2023.0,40 St-Lowery St (7),Flushing (Queens),Queens,Queens,7058,7283,2189736,147.0,171.0
4870,2023.0,33 St-Rawson St (7),Flushing (Queens),Queens,Queens,6194,2668,1714912,167.0,316.0
4900,2023.0,Hunters Point Av (7),Flushing (Queens),Queens,Queens,3810,1252,1039399,264.0,387.0
4910,2023.0,Vernon Blvd-Jackson Av (7),Flushing (Queens),Queens,Queens,11662,12179,3631659,81.0,94.0
4920,2023.0,"Astoria-Ditmars Blvd (N,W)",Astoria,Queens,Queens,10425,10796,3234661,97.0,111.0
4930,2023.0,"Astoria Blvd (N,W)",Astoria,Queens,Queens,7526,8036,2350512,142.0,157.0
4940,2023.0,"30 Av (N,W)",Astoria,Queens,Queens,9607,10568,3015519,103.0,116.0
4950,2023.0,"Broadway (N,W)",Astoria,Queens,Queens,8653,10393,2763230,118.0,121.0
4960,2023.0,"36 Av (N,W)",Astoria,Queens,Queens,4677,5285,1475603,214.0,218.0
4970,2023.0,"39 Av (N,W)",Astoria,Queens,Queens,2563,2831,805613,335.0,307.0
4990,2023.0,"Court St (R)/Borough Hall (2,3,4,5)",Downtown Brooklyn Transfer,Brooklyn CBD,Brooklyn,20372,16601,6066699,32.0,61.0
5000,2023.0,"Jay St-MetroTech (A,C,F,R)",Downtown Brooklyn Transfer,Brooklyn CBD,Brooklyn,24204,22215,7343495,24.0,36.0
5010,2023.0,"Hoyt-Schermerhorn Sts (A,C,G)",Downtown Brooklyn Transfer,Brooklyn CBD,Brooklyn,8428,12072,2795555,126.0,96.0
5020,2023.0,"DeKalb Av (B,Q,R)",Downtown Brooklyn Transfer,Brooklyn CBD,Brooklyn,13759,14315,4272247,65.0,78.0
5030,2023.0,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Downtown Brooklyn Transfer,Brooklyn CBD,Brooklyn,29183,40074,9583506,19.0,18.0
5040,2023.0,"Prospect Park (B,Q,S)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,6489,9181,2150487,161.0,138.0
5050,2023.0,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,10092,13745,3312190,100.0,86.0
5060,2023.0,"Franklin Av (C,S)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,3667,5102,1210340,270.0,223.0
5070,2023.0,New Utrecht Av (N)/62 St (D),Other Brooklyn Transfer,Other Brooklyn,Brooklyn,3765,4472,1201167,266.0,243.0
5080,2023.0,"4 Av (F,G)/9 St (R)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,8766,11204,2832325,115.0,103.0
5090,2023.0,"Broadway Junction (A,C,J,L,Z)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,4905,7412,1647748,208.0,168.0
5100,2023.0,"Myrtle-Wyckoff Avs (L,M)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,15276,20671,5009020,56.0,40.0
5110,2023.0,Lorimer St (L)/Metropolitan Av (G),Other Brooklyn Transfer,Other Brooklyn,Brooklyn,10951,20646,3903034,90.0,41.0
5120,2023.0,"Coney Island-Stillwell Av (D,F,N,Q)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,9353,15059,3220518,108.0,71.0
5130,2023.0,"West 8 St-New York Aquarium (F,Q)",Other Brooklyn Transfer,Other Brooklyn,Brooklyn,1903,2780,640138,367.0,312.0
5140,2023.0,"Queensboro Plaza (N,W,7)",Queens Transfer,Queens,Queens,10698,15649,3573523,92.0,68.0
5150,2023.0,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens Transfer,Queens,Queens,43672,59507,14348691,9.0,8.0
5160,2023.0,"Court Sq (E,G,M,7)",Queens Transfer,Queens,Queens,17116,19041,5381184,47.0,46.0
5170,2023.0,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Queens Transfer,Queens,Queens,19068,19819,5941974,35.0,43.0
5180,2023.0,"Jamaica Center-Parsons-Archer (E,J,Z)",Queens Transfer,Queens,Queens,19529,13750,5715839,33.0,85.0
9991,2023.0,OMNYSystemwide Adjustment,OMNYSystemwide Adjustment,OMNYSystemwide Adjustment,OMNYSystemwide Adj.,0,0,0,424.0,424.0
424,,,,,,3625326,4237295,1151998158,,
